id,name,actions,level,rarity,prerequisites,frequency,cost,trigger,requirements,description,special,canSelectMultiple,isDefault,skillID,minProf,code,isCore,genericType,genTypeName,isArchived,contentSrc,homebrewID,version,createdAt,updatedAt
7523,"Unfazed Assessment",ACTION,8,COMMON,"Zephyr Guard Dedication, expert in Perception",NULL,NULL,NULL,NULL,"You have witnessed hundreds of fighting styles and quickly adapt to defend against complicated maneuvers. Choose a creature within 30 feet who you’re aware of, and attempt a Perception check against that target’s Will DC. If you succeed, you size up their fighting style, gaining a +1 circumstance bonus to AC and saving throws against that creature’s attacks (or a +2 circumstance bonus for a critical success). These benefits last until the end of your next turn.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,AGE-OF-ASHES,NULL,1.0,"2020-07-27 02:22:35","2020-07-27 02:22:35"
7524,"Decry Thief",NONE,4,COMMON,"Zephyr Guard Dedication, trained in Intimidation",NULL,NULL,NULL,NULL,"When you attempt to (action: Demoralize), you can make it harder for the target to flee, in place of the action’s normal effects.
Critical Success: For 1 round, the target takes a -10-foot status penalty to Speed and a -4 status penalty to Stealth.
Success: For 1 round, the target takes a -5-foot status penalty to Speed and a -2 status penalty to Stealth.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,AGE-OF-ASHES,NULL,1.0,"2020-07-27 02:22:35","2020-07-27 02:22:35"
7525,"Deadly Poison Weapon",NONE,12,UNCOMMON,"Improved Poison Weapon",NULL,NULL,NULL,NULL,"~ Access: elite member of the Poison Maker’s Guild
Your poisons are devastatingly potent. When you apply a simple poison with (feat: Poison Weapon), the poison deals 4d4 poison damage instead of 1d4 poison damage. When you apply an injury poison to your weapon, the DC to resist that poison increases by 2, to a maximum of your class DC.",NULL,0,0,NULL,NULL,NULL,0,CLASS-FEAT,Rogue,0,AGE-OF-ASHES,NULL,1.0,"2020-07-27 02:31:30","2020-07-27 02:31:30"
7526,"Pesh Skin",ACTION,12,UNCOMMON,NULL,NULL,NULL,NULL,"You are transformed into a plant by a polymorph spell.","~ Access: elite member of the Poison Maker’s Guild
Your plant form sprouts hundreds of spines, and your blood causes mild hallucinations in creatures exposed to it. Each time a creature touches you, hits you with an unarmed attack, or hits you with a melee weapon attack while adjacent to you, that creature takes 1d6 piercing damage.
Increase the damage to 2d6 if the (trait: polymorph) spell is 8th level or higher, or to 3d6 if it’s 10th level.
When an adjacent creature damages you with piercing or slashing damage, it must succeed at a Fortitude save against your class DC or become stupefied 1 (or stupefied 2 on a critical failure) until the end of its next turn.
These benefits last until you’re no longer polymorphed into a plant.",NULL,0,0,NULL,NULL,NULL,0,CLASS-FEAT,Druid,0,AGE-OF-ASHES,NULL,1.0,"2020-07-27 02:33:52","2020-07-27 02:33:52"
7527,"Shaped Contaminant",NONE,12,UNCOMMON,NULL,NULL,NULL,NULL,NULL,"~ Access: elite member of the Poison Maker’s Guild
Through a combination of careful manipulation and precise breath control, you can deploy inhaled toxins precisely.
When you activate an inhaled poison, you can cause it to fill a 20-foot line that’s 5 feet tall rather than a 10-foot cube. You gain a +3 status bonus to saving throws against inhaled poisons that you activate.",NULL,0,0,NULL,NULL,"CONDITIONAL-INCREASE-SAVE_FORT=3~status bonus against inhaled poisons that you activate
CONDITIONAL-INCREASE-SAVE_REFLEX=3~status bonus against inhaled poisons that you activate
CONDITIONAL-INCREASE-SAVE_WILL=3~status bonus against inhaled poisons that you activate",0,CLASS-FEAT,Alchemist,0,AGE-OF-ASHES,NULL,1.0,"2020-07-27 02:38:30","2020-07-27 02:38:30"
7528,"Apex Companion",NONE,20,UNCOMMON,"Animal Companion",NULL,NULL,NULL,NULL,"~ Access: secure Visitor’s Pins or an alliance with Mengkare.
You can call upon the essence of every individual animal of a particular species to temporarily transform your animal into an exemplar of its kind. You learn the (spell: apex companion) order spell. Increase the number of Focus Points in your focus pool by 1.",NULL,0,0,NULL,NULL,"GIVE-FOCUS-SPELL=Druid:Apex Companion
GIVE-FOCUS-POINT",0,CLASS-FEAT,Druid,0,AGE-OF-ASHES,NULL,1.0,"2020-07-27 07:23:24","2020-07-27 07:23:24"
7529,"Aura of Unbreakable Virtue",NONE,20,UNCOMMON,"tenets of good",NULL,NULL,NULL,NULL,"~ Access: secure Visitor’s Pins or an alliance with Mengkare.
You are a paragon of all that is good, your overwhelming aura causing evildoers to cower. All evil creatures within 15 feet of you take a -1 status penalty to checks and DCs that target you or your allies. This penalty is -2 against creatures you have taken an oath against (such as dragons if you have the (feat: Dragonslayer Oath) feat). You can choose to suppress or resume this aura as an action, which has the (trait: concentrate) trait.",NULL,0,0,NULL,NULL,NULL,0,CLASS-FEAT,Champion,0,AGE-OF-ASHES,NULL,1.0,"2020-07-27 07:26:19","2020-07-27 07:26:19"
7530,"Bloodline Metamorphosis",NONE,20,UNCOMMON,NULL,NULL,NULL,NULL,NULL,"~ Access: secure Visitor’s Pins or an alliance with Mengkare.
You have learned to manipulate the innate power of your bloodline and adapt it to your needs. When making your daily preparations, you can swap out a single spell of 9th level or lower for another spell of the same level. You can’t swap out spells granted specifically by your bloodline.",NULL,0,0,NULL,NULL,NULL,0,CLASS-FEAT,Sorcerer,0,AGE-OF-ASHES,NULL,1.0,"2020-07-27 07:28:31","2020-07-27 07:28:31"
7531,"Efficient Alchemy",NONE,20,UNCOMMON,NULL,NULL,NULL,NULL,NULL,"~ Access: secure Visitor’s Pins or an alliance with Mengkare.
Your daily preparations are particularly efficient and plentiful. When using your infused reagents to create alchemical items during your daily preparations, you make a batch of three of a given item instead of a batch of two, or a batch of four if your field normally lets you create three of that item.",NULL,0,0,NULL,NULL,NULL,0,CLASS-FEAT,Alchemist,0,AGE-OF-ASHES,NULL,1.0,"2020-07-27 07:30:48","2020-07-27 07:30:48"
7532,"Emblazon Divinity",NONE,20,UNCOMMON,"Emblazon Armament",NULL,NULL,NULL,NULL,"~ Access: secure Visitor’s Pins or an alliance with Mengkare.
Your sacred etchings imbue objects with power. It takes you only 1 minute to emblazon a symbol using (feat: Emblazon Armament), and you can have up to four symbols emblazoned at a time. Each item can still have only one symbol emblazoned upon it, and if you exceed the limit of four, the oldest symbol disappears. These symbols can benefit even those who don’t follow the deity, provided they aren’t directly opposed (as determined by the GM).
You can select a different benefit for each emblazoned symbol, chosen from any you have from (feat: Emblazon Armament) or other feats such as (feat: Emblazon Energy) or (feat: Emblazon Antimagic).",NULL,0,0,NULL,NULL,NULL,0,CLASS-FEAT,Cleric,0,AGE-OF-ASHES,NULL,1.0,"2020-07-27 07:34:15","2020-07-27 07:34:15"
7533,"Enduring Debilitation",FREE_ACTION,20,UNCOMMON,"Debilitating Strike","once per minute",NULL,"You apply a debilitation to a creature.",NULL,"~ Access: secure Visitor’s Pins or an alliance with Mengkare.
You can make your debilitation last an exceptionally long time. The triggering debilitation lasts for 1 minute instead of until the end of your next turn.",NULL,0,0,NULL,NULL,NULL,0,CLASS-FEAT,Rogue,0,AGE-OF-ASHES,NULL,1.0,"2020-07-27 07:36:14","2020-07-27 07:36:14"
7534,"Golden Body",NONE,20,UNCOMMON,NULL,NULL,NULL,NULL,NULL,"~ Access: secure Visitor’s Pins or an alliance with Mengkare.
You perfect your body, refining the flex of every muscle and the bend of every joint to maximum efficiency. Your unarmed (action: Strikes | Strike) gain the (trait: deadly d12) trait, and you have fast healing 20, causing you to regain 20 HP at the start of each of your turns provided you have at least 1 HP.",NULL,0,0,NULL,NULL,NULL,0,CLASS-FEAT,Monk,0,AGE-OF-ASHES,NULL,1.0,"2020-07-27 07:40:18","2020-07-27 07:40:18"
7535,"Invulnerable Juggernaut",NONE,20,UNCOMMON,NULL,NULL,NULL,NULL,NULL,"~ Access: secure Visitor’s Pins or an alliance with Mengkare.
You are unstoppable, able to shrug off mortal wounds with ease. You gain resistance equal to 3 + your Constitution modifier to all damage, and your resistance from raging resistance increases to 8 + your Constitution modifier.
In addition, if you are reduced to 0 Hit Points, you can end your rage as a reaction to stay at 1 Hit Point. If you do, you become wounded 2 (or increase your wounded condition by 2 if you are already wounded).",NULL,0,0,NULL,NULL,NULL,0,CLASS-FEAT,Barbarian,0,AGE-OF-ASHES,NULL,1.0,"2020-07-27 07:42:30","2020-07-27 07:42:30"
7536,"Song of the Fallen",NONE,20,UNCOMMON,"focus pool",NULL,NULL,NULL,NULL,"~ Access: secure Visitor’s Pins or an alliance with Mengkare.
The moving power of your songs can stir the spirits of the dead to rise once more and fight alongside you. You learn the (spell: song of the fallen) composition spell. Increase the number of Focus Points in your focus pool by 1.",NULL,0,0,NULL,NULL,"GIVE-FOCUS-SPELL=Bard:Song of the Fallen
GIVE-FOCUS-POINT",0,CLASS-FEAT,Bard,0,AGE-OF-ASHES,NULL,1.0,"2020-07-27 07:46:03","2020-07-27 07:46:03"
7538,"Superior Sight",NONE,20,UNCOMMON,NULL,NULL,NULL,NULL,NULL,"~ Access: secure Visitor’s Pins or an alliance with Mengkare.
Your senses are peerless. You gain a +2 circumstance bonus to Perception checks, and you gain low-light vision. If you already have low-light vision, gain darkvision instead. Furthermore, when you target an enemy, you automatically succeed at the flat check if that enemy is concealed, hidden, or undetected.",NULL,0,0,NULL,NULL,"INCREASE-PERCEPTION=2-CIRCUM
IF (HAS-VISION==Low-Light Vision) {GIVE-SENSE-NAME=Darkvision} ELSE {GIVE-SENSE-NAME=Low-Light Vision}",0,CLASS-FEAT,Ranger,0,AGE-OF-ASHES,NULL,1.0,"2020-07-27 07:54:38","2020-07-27 07:54:38"
7539,"Double Slice",TWO_ACTIONS,1,COMMON,NULL,NULL,NULL,NULL,"You are wielding two melee weapons, each in a different hand.","You lash out at your foe with both weapons. Make two (Action: Strikes | Strike), one with each of your two melee weapons, each using your current multiple attack penalty. Both (Action: Strikes | Strike) must have the same target. If the second (Action: Strike) is made with a weapon that doesn’t have the (trait: agile) trait, it takes a -2 penalty.
If both attacks hit, combine their damage, and then add any other applicable effects from both weapons. You add any precision damage only once, to the attack of your choice. Combine the damage from both (Action: Strikes | Strike) and apply resistances and weaknesses only once. This counts as two attacks when calculating your multiple attack penalty.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7540,"Exacting Strike",ACTION,1,COMMON,NULL,NULL,NULL,NULL,NULL,"You make a controlled attack, fully accounting for your momentum. Make a (Action: Strike). The (Action: Strike) gains the following failure effect.
Failure: This attack does not count toward your multiple attack penalty.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7541,"Lunging Stance",ACTION,12,COMMON,"attack of opportunity, Lunge",NULL,NULL,NULL,"You are wielding a melee weapon.","Your body coiled to strike, you can lash out at distant enemies.
While you are in this stance, you can use (Feat: Attack of Opportunity) against a creature that is outside your reach but within the reach you would have with a (Feat: Lunge). If you do, you increase your range with the (Action: Strike) by 5 feet.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7542,"Point-Blank Shot",ACTION,1,COMMON,NULL,NULL,NULL,NULL,"You are wielding a ranged weapon.","You take aim to pick off nearby enemies quickly. When using a ranged volley weapon while you are in this stance, you don’t take the penalty to your attack rolls from the (trait: volley) trait. When using a ranged weapon that doesn’t have the (trait: volley) trait, you gain a +2 circumstance bonus to damage rolls on attacks against targets within the weapon’s first range increment.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7543,"Power Attack",TWO_ACTIONS,1,COMMON,NULL,NULL,NULL,NULL,NULL,"You unleash a particularly powerful attack that clobbers your foe but leaves you a bit unsteady. Make a melee (Action: Strike). This counts as two attacks when calculating your multiple attack penalty. If this (Action: Strike) hits, you deal an extra die of weapon damage. If you’re at least 10th level, increase this to two extra dice, and if you’re at least 18th level, increase it to three extra dice.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7544,"Reactive Shield",REACTION,1,COMMON,NULL,NULL,NULL,"An enemy hits you with a melee Strike.","You are wielding a shield.","You can snap your shield into place just as you would take a blow, avoiding the hit at the last second. You immediately use the (Action: Raise a Shield) action and gain your shield’s bonus to AC. The circumstance bonus from the shield applies to your AC when you’re determining the outcome of the triggering attack.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7545,"Snagging Strike",ACTION,1,COMMON,NULL,NULL,NULL,NULL,"You have one hand free, and your target is within reach of that hand.","You combine an attack with quick grappling moves to throw an enemy off balance as long as it stays in your reach. Make a (Action: Strike) while keeping one hand free. If this (Action: Strike) hits, the target is flat-footed until the start of your next turn or until it’s no longer within the reach of your hand, whichever comes first.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7546,"Sudden Charge",TWO_ACTIONS,1,COMMON,NULL,NULL,NULL,NULL,NULL,"With a quick sprint, you dash up to your foe and swing. (Action: Stride) twice. If you end your movement within melee reach of at least one enemy, you can make a melee (Action: Strike) against that enemy. You can use Sudden Charge while (Action: Burrowing | Burrow), (Action: Climbing | Climb), (Action: Flying | Fly), or (Action: Swimming | Swim) instead of (Action: Striding | Stride) if you have the corresponding movement type.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7547,"Aggressive Block",FREE_ACTION,2,COMMON,NULL,NULL,NULL,"You use the Shield Block reaction, and the opponent that triggered Shield Block is adjacent to you and is your size or smaller.",NULL,"You push back as you block the attack, knocking your foe away or off balance. You use your shield to push the triggering creature, either automatically Shoving it 5 feet or causing it to become flat-footed until the start of your next turn. The triggering creature chooses whether to be moved or become flat-footed. If it chooses to be moved, you choose the direction. If the (Action: Shove) would cause it to hit a solid object, enter a square of difficult terrain, or enter another creature’s space, it must become flat-footed instead of being moved.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7548,"Assisting Shot",ACTION,2,COMMON,NULL,NULL,NULL,NULL,"You are wielding a ranged weapon.","With a quick shot, you interfere with a foe in combat. Make a (action: Strike) with a ranged weapon. If the strike hits, the next creature other than you to attack the same target before the start of your next turn gains a +1 circumstance bonus on their roll, or a +2 circumstance bonus if your (action: Strike) was a critical hit.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7549,"Brutish Shove",ACTION,2,COMMON,NULL,NULL,NULL,NULL,"You are wielding a two-handed melee weapon.","Throwing your weight behind your attack, you hit your opponent hard enough to make it stumble back. Make a (Action: Strike) with a two-handed melee weapon. If you hit a target that is your size or smaller, that creature is flat-footed until the end of your current turn, and you can automatically (Action: Shove) it, with the same benefits as the (Action: Shove) action (including the critical success effect, if your (Action: Strike) was a critical hit). If you move to follow the target, your movement doesn’t trigger reactions.
This (Action: Strike) has the following failure effect.
Failure: The target becomes flat-footed until the end of your current turn.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7550,"Combat Grab",ACTION,2,COMMON,NULL,NULL,NULL,NULL,"You have one hand free, and your target is within reach of that hand.","You swipe at your opponent and grab at them. Make a melee (Action: Strike) while keeping one hand free. If the (Action: Strike) hits, you grab the target using your free hand. The creature remains grabbed until the end of your next turn or until it (Action: Escapes | Escape), whichever comes first.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7551,"Dueling Parry",ACTION,2,COMMON,NULL,NULL,NULL,NULL,"You are wielding only a single one-handed melee weapon and have your other hand or hands free.","You can parry attacks against you with your one-handed weapon. You gain a +2 circumstance bonus to AC until the start of your next turn as long as you continue to meet the requirements.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7552,"Intimidating Strike",TWO_ACTIONS,2,COMMON,NULL,NULL,NULL,NULL,NULL,"Your blow not only wounds creatures but also shatters their confidence. Make a melee (Action: Strike). If you hit and deal damage, the target is frightened 1, or frightened 2 on a critical hit.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7553,Lunge,ACTION,2,COMMON,NULL,NULL,NULL,NULL,"You are wielding a melee weapon.","Extending your body to its limits, you attack an enemy that would normally be beyond your reach. Make a (Action: Strike) with a melee weapon, increasing your reach by 5 feet for that (Action: Strike). If the weapon has the (trait: disarm), (trait: shove), or (trait: trip) trait, you can use the corresponding action instead of a (Action: Strike).",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7554,"Double Shot",TWO_ACTIONS,4,COMMON,NULL,NULL,NULL,NULL,"You are wielding a ranged weapon with reload 0.","You shoot twice in blindingly fast succession. Make two (action: Strikes | Strike), each against a separate target and with a -2 penalty. Both attacks count toward your multiple attack penalty, but the penalty doesn’t increase until after you’ve made both of them.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7555,"Dual-Handed Assault",ACTION,4,COMMON,NULL,NULL,NULL,NULL,"You are wielding a one-handed melee weapon and have a free hand.","You snap your free hand over to grip your weapon just long enough to add momentum and deliver a more powerful blow to your opponent. Make a (action: Strike) with the required weapon. You quickly switch your grip during the (action: Strike) in order to make the attack with two hands. If the weapon doesn’t normally have the (trait: two-hand) trait, increase its weapon damage die by one step for this attack. If the weapon has the (trait: two-hand) trait, you gain the benefit of that trait and a circumstance bonus to damage equal to the weapon’s number of damage dice. When the (action: Strike) is complete, you resume gripping the weapon with only one hand. This action doesn’t end any stance or fighter feat effect that requires you to have one hand free.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7556,Knockdown,TWO_ACTIONS,4,COMMON,NULL,NULL,NULL,NULL,NULL,"You make an attack to knock a foe off balance, then follow up immediately with a sweep to topple them. Make a melee (Action: Strike). If it hits and deals damage, you can attempt an Athletics check to (Action: Trip) the creature you hit. If you’re wielding a two-handed melee weapon, you can ignore (Action: Trip)’s requirement that you have a hand free. Both attacks count toward your multiple attack penalty, but the penalty doesn’t increase until after you’ve made both of them.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7557,"Powerful Shove",NONE,4,COMMON,"Aggressive Block or Brutish Shove",NULL,NULL,NULL,NULL,"You can push larger foes around with your attack. You can use (Feat: Aggressive Block) or (Feat: Brutish Shove) against a creature up to two sizes larger than you.
When a creature you (Action: Shove) has to stop moving because it would hit an object, it takes damage equal to your Strength modifier (minimum 1). This happens regardless of how you (Action: Shoved | Shove) the creature.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7558,"Shielded Stride",NONE,4,COMMON,NULL,NULL,NULL,NULL,NULL,"When your shield is up, your enemies’ blows can’t touch you. When you have your shield raised, you can (Action: Stride) to move half your Speed without triggering reactions that are triggered by your movement (such as (Feat: Attacks of Opportunity | Attack of Opportunity). You can use Shielded Stride while (Action: Flying | Fly) or (Action: Swimming | Swim) instead of (Action: Striding | Stride) if you have the corresponding movement type.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7559,"Quick Reversal",ACTION,4,COMMON,NULL,NULL,NULL,NULL,"You are flanked by at least two enemies.","You turn your foes’ flanking against them with a quick reverse. Make a melee (Action: Strike) against one of the flanking enemies and make a second (Action: Strike) with the same weapon or unarmed attack against a different enemy that is flanking you. This second (Action: Strike) has the same multiple attack penalty of the initial attack and doesn’t count toward your multiple attack penalty.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7560,Swipe,TWO_ACTIONS,4,COMMON,NULL,NULL,NULL,NULL,NULL,"You make a wide, arcing swing. Make a single melee (Action: Strike) and compare the attack roll result to the ACs of up to two foes, each of whom must be within your melee reach and adjacent to the other.
Roll damage only once and apply it to each creature you hit. A Swipe counts as two attacks for your multiple attack penalty.
If you’re using a weapon with the (trait: sweep) trait, its modifier applies to all your Swipe attacks.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7561,"Twin Parry",ACTION,4,COMMON,NULL,NULL,NULL,NULL,"You are wielding two melee weapons, one in each hand.","You use your two weapons to parry attacks. You gain a +1 circumstance bonus to AC until the start of your next turn, or a +2 circumstance bonus if either weapon has the (trait: parry) trait. You lose this circumstance bonus if you no longer meet this feat’s requirement.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7562,"Advanced Weapon Training",NONE,6,COMMON,NULL,NULL,NULL,NULL,NULL,"You’ve studied the art of wielding an advanced weapon. Choose a weapon group. You gain proficiency with all advanced weapons in that group as if they were martial weapons of their weapon group.",NULL,0,0,NULL,NULL,"GIVE-NOTES-FIELD=Use this area to keep information about the weapon group you chose.",0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7563,"Advantageous Assault",ACTION,6,COMMON,NULL,NULL,NULL,NULL,NULL,"When an enemy’s movement is compromised, you deliver a more deadly blow. Make a (Action: Strike) against a creature that is grabbed, prone, or restrained. You gain a circumstance bonus to damage on this (Action: Strike) equal to the number of weapon damage dice, or that number + 2 if you’re wielding the weapon in two hands. The (Action: Strike) gains the following failure effect.
Failure: You deal damage to the target equal to the number of weapon damage dice, or that number + 2 if you’re wielding the weapon in two hands. This damage has the same damage type as the weapon.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7564,Blind-Fight,NONE,6,COMMON,"master in Perception",NULL,NULL,NULL,NULL,"Your battle instincts make you more aware of concealed and invisible opponents. You don’t need to succeed at a flat check to target concealed creatures. You’re not flat-footed to creatures that are hidden from you (unless you’re flat-footed to them for reasons other than the hidden condition), and you need only a successful DC 5 flat check to target a hidden creature.
While you’re adjacent to an undetected creature of your level or lower, it is instead only hidden from you.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7565,"Disarming Stance",ACTION,6,COMMON,"trained in Athletics",NULL,NULL,NULL,"You are wielding only a single one-handed melee weapon and have your other hand or hands free.","You adopt a fencing stance that improves your control over your weapon. While you are in this stance, you gain a +1 circumstance bonus to Athletics checks to (Action: Disarm) and a against checks to (Action: Disarm) you. In addition, you can attempt to Disarm creatures up to two sizes larger than you.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7566,"Furious Focus",NONE,6,COMMON,"Power Attack",NULL,NULL,NULL,NULL,"You’ve learned to maintain your balance even when swinging furiously. When you make a (Feat: Power Attack) with a melee weapon you’re wielding in two hands, it counts as one attack toward your multiple attack penalty instead of two.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7567,"Guardian's Deflection",REACTION,6,COMMON,NULL,NULL,NULL,"An ally within your melee reach is hit by an attack, you can see the attacker, and the ally gaining a +2 circumstance bonus to AC would turn the critical hit into a hit or the hit into a miss.","You are wielding a single one-handed melee weapon and have your other hand or hands free.","You use your weapon to deflect the attack against your ally, granting a +2 circumstance bonus to their Armor Class against the triggering attack. This turns the triggering critical hit into a hit, or the triggering hit into a miss.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7568,"Reflexive Shield",NONE,6,COMMON,NULL,NULL,NULL,NULL,NULL,"You can use your shield to fend off the worst of area effects and other damage. When you (Action: Raise your Shield | Raise a Shield), you gain your shield’s circumstance bonus to Reflex saves. If you have the (Feat: Shield Block) reaction, damage you take as a result of a Reflex save can trigger that reaction, even if the damage isn’t physical damage.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7569,"Revealing Stab",TWO_ACTIONS,6,COMMON,NULL,NULL,NULL,NULL,"You are wielding a melee weapon that deals piercing damage.","You drive your piercing weapon into an imperceptible foe, revealing its location to your allies. Make a (Action: Strike) with the required melee weapon. You don’t have to attempt a flat check to hit a concealed creature, and you have to succeed at only a DC 5 flat check to target a hidden creature. If you hit and deal damage, you can drive the required weapon into a corporeal target, revealing its current position. You (Action: Release) the weapon, and it becomes lodged in the target. If the target is concealed, other creatures don’t need to succeed at a flat check to hit it. If the target is hidden, other creatures have to succeed at only a DC 5 flat check to target it. The creatures need to be able to see your weapon to gain any of these benefits, and the target can’t become undetected to anyone who sees your weapon. If the target is invisible, the weapon remains visible while lodged in it.
This benefit lasts until the weapon is removed from the creature. An adjacent creature or the target can remove the weapon with 2 (Action: Interact) actions.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7570,"Shatter Defenses",ACTION,6,COMMON,NULL,NULL,NULL,NULL,"A frightened creature is in your melee reach.","Your offense exploits your enemy’s fear. Make a melee (Action: Strike) against a frightened creature. If you hit and deal damage, the target becomes flat-footed until its frightened condition ends.
If the target was already flat-footed to you when you damaged it with this (Action: Strike), it can’t reduce its frightened value below 1 until the start of your next turn.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7571,"Shield Warden",NONE,6,COMMON,"shield block",NULL,NULL,NULL,NULL,"You use your shield to protect your allies. When you have a shield raised, you can use your (Feat: Shield Block) reaction when an attack is made against an ally adjacent to you. If you do, the shield prevents that ally from taking damage instead of preventing you from taking damage, following the normal rules for (Feat: Shield Block).",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
7572,"Triple Shot",NONE,6,COMMON,"Double Shot",NULL,NULL,NULL,NULL,"You can quickly fire multiple shots with greater control. When you use (Feat: Double Shot), you can make the attacks against the same target. You can add an additional action to (Feat: Double Shot) to make three ranged (Action: Strikes | Strike) instead of two. If you do, the penalty is -4. All attacks count toward your multiple attack penalty, but the penalty doesn’t increase until after you’ve made all of them.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,CRB,NULL,1.0,"2020-07-27 07:58:37","2020-07-27 07:58:37"
